Name,Date,Ep_Count,Age_Rating,Cast,Network,Genres,Tags,Score
Pride and Prejudice,2014,21,15+,"['Choi Jin Hyuk', 'Baek Jin Hee', 'Choi Min Soo', 'Lee Tae Hwan', 'Son Chang Min', 'Choi  Woo Shik']",MBC,"['Mystery', 'Law', 'Romance']","['Prosecutor Female Lead', 'Prosecutor Male Lead', 'Arrogant Male Lead', 'Multiple Mains', 'Mean Male Lead', 'Love Triangle', 'Investigation', '(Vote or add tags)']",7.6
Sisters-in-Law,2017,100,15+,"['Ham Eun Jung', 'Lee  Joo Yeon', 'Kang Kyung Joon', 'Cha Do Jin', 'Nam Myung Ryul', 'Kim Chung']",MBC,"['Romance', 'Drama', 'Family', 'Melodrama']","['Twins', 'Multiple Couples', 'Marriage', 'Rival Families', ""Sisters' Relationship"", 'Fashion Company', 'Quarreling', 'Publishing Company', 'Secondary Couple', 'Rivalry', '(Vote or add tags)']",7.6
Green Mothers' Club,2022,16,15+,"['Lee Yo Won', 'Choo Ja Hyun', 'Kim Gyu Ri', 'Jang Hye Jin', 'Joo Min Kyung', 'Choi Jae Rim']","jTBC,  Netflix","['Friendship', 'Mystery', 'Drama']","['Female Centered Plot', 'Motherhood', 'Married Life', 'Smart Female Lead', 'Sismance', 'Multiple Couples', 'Character Development', 'Investigation', '(Vote or add tags)']",7.6
The Producers,2015,12,15+,"['Cha Tae Hyun', 'Gong Hyo Jin', 'Kim Soo Hyun', 'IU', 'Kim Jong Kook', 'Na Young Hee']",KBS2,"['Comedy', 'Romance', 'Drama']","['Entertainment Industry', 'Celebrity', 'Love Triangle', 'Boss-Employee Relationship', 'Unrequited Love', 'Older Woman/Younger Man', 'Cohabitation', 'Secondary Couple', 'Age Gap [Drama Life]', 'Age Gap [Real Life]', '(Vote or add tags)']",7.6
My Only One,2018,106,15+,"['Choi Soo Jong', 'Uee', 'Lee Jang Woo', 'Yoon Jin Yi', 'Jung Eun Woo', 'Na Hye Mi']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Female Chases Male First', 'Poor Female Lead', 'Stepfamily Relationship', 'Adopted Female Lead', 'Secondary Couple', 'Grandma-Grandson Relationship', 'Forced Break-up', 'Benevolent Father', 'Evil Daughter-in-Law', 'Ex-convict', '(Vote or add tags)']",7.6
Radiant Office,2017,16,15+,"['Go Ah Sung', 'Ha Seok Jin', 'Lee Dong Hwi', 'Kim Dong Wook', 'Hoya', 'Kim Byung Chun']",MBC,"['Business', 'Comedy', 'Romance', 'Drama']","['Office Worker', 'Terminal Illness', 'Workplace', 'Misunderstanding', 'Nice Female Lead', 'Hardworking Male Lead', 'Hardworking Female Lead', 'Teamwork', 'Smart Male Lead', 'Strong Female Lead', '(Vote or add tags)']",7.6
Woman of 9.9 Billion,2019,32,15+,"['Cho Yeo Jung', 'Kim Kang Woo', 'Oh Na Ra', 'Lee Ji Hoon', 'Jung Woong In', 'Kim Byung Gi']",KBS2,"['Thriller', 'Mystery', 'Drama']","['Revenge', 'Aggressive Male Lead', 'Investigation', 'Domestic Violence', 'Hot-Tempered Male Lead', 'Orphan Female Lead', 'Multiple Couples', 'Money Laundering', 'Ex-detective', 'Businessman', '(Vote or add tags)']",7.6
Liver or Die,2019,40,15+,"['Yoo  Joon Sang', 'Oh Ji Ho', 'Jeon Hye Bin', 'Lee Si Young', 'Cha Seo Won', 'Shin Dong Mi']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Middle-Aged Male Lead', ""Stepbrothers' Relationship"", 'Age Gap [Drama Life]', 'Age Gap [Real Life]', 'Doctor Female Lead', ""Brothers' Relationship"", 'Raised By Elder Brother', 'Bad/Wrong Tag', 'Bad/Wrong Tag', 'Brother-Sister Relationship', '(Vote or add tags)']",7.6
Love in Sadness,2019,40,Not Yet Rated,"['Ji Hyun Woo', 'Park Han Byul', 'Ryu Soo Young', 'Wang Bit Na', 'Go Joo Won', 'Moon Hee Kyung']",MBC,"['Romance', 'Drama', 'Melodrama']","['Obsession', 'Psychological', 'Greed', 'Married Couple', 'Plastic Surgery', 'Domestic Abuse', 'Rich Man/Poor Woman', 'Evil Parental Figure', 'Heir', 'Identity Swap', '(Vote or add tags)']",7.6
To the Beautiful You,2012,16,15+,"['Sulli', 'Choi Min Ho', 'Lee Hyun Woo', 'Kim Ji Won', 'Seo Joon Young', 'Kang Ha Neul']",SBS,"['Comedy', 'Romance', 'Drama', 'Sports']","['High School', 'Cross-Dressing', 'Adapted From A Manga', 'High Jump', 'Celebrity', 'Dormitory', 'Cold Male Lead', 'Gender Bender', 'Cold Man/Warm Woman', 'Nice Male Lead', '(Vote or add tags)']",7.6
The Heirs,2013,20,15+,"['Lee Min Ho', 'Park Shin Hye', 'Kim Woo Bin', 'Kim Ji Won', 'Kang Min Hyuk', 'Choi Jin Hyuk']",SBS,"['Comedy', 'Romance', 'Youth', 'Drama']","['High School', 'Family Pressure', 'Love Triangle', 'School Bullying', 'Rich Male Lead', 'Rich Man/Poor Woman', 'Male Chases Female First', 'Poor Female Lead', 'Controlling Parent', 'Sibling Rivalry', '(Vote or add tags)']",7.6
Dae Jang Geum Is Watching,2018,16,15+,"['Shin Dong Wook', 'Kwon Yu Ri', 'Lee Yeol Eum', 'Kim Hyun Joon', 'Lee Min Hyuk', 'Jung Yi Rang']",MBC,"['Food', 'Comedy', 'Romance', 'Supernatural']","['Entertainment Industry', 'Cooking', 'Slow Burn Romance', 'Boss-Employee Relationship', 'Office Romance', 'Love Triangle', 'Bromance', ""Brothers' Relationship"", 'Brother-Sister Relationship', 'Nice Female Lead', '(Vote or add tags)']",7.6
Hellbound,2021,6,18+,"['Yoo Ah In', 'Kim Hyun Joo', 'Yang Ik Jun', 'Park Jung Min', 'Won Jin Ah', 'Ryu Kyung Soo']",Netflix,"['Mystery', 'Horror', 'Drama', 'Supernatural']","['Dark Fantasy', 'Supernatural Phenomena', 'Extreme Violence', 'Adapted From A Webtoon', 'Investigation', 'Detective', 'Suspense', 'Religion', 'Cult', 'Fantasy', '(Vote or add tags)']",7.6
The Spies Who Loved Me,2020,16,15+,"['Yoo In Na', 'Eric Mun', 'Im Joo Hwan', 'Kim Tae Woo', 'Jung Suk Yong', 'Cha Joo Young']","iQiyi,  MBC","['Action', 'Mystery', 'Comedy', 'Romance']","['Secret', 'Spy', 'Hidden Identity', 'Hidden Past', 'Fake Identity', 'Ex-husband Returns', 'Multiple Marriages', 'Secret Agent', 'Fashion Designer', 'Successful Female Lead', '(Vote or add tags)']",7.6
Temperature of Love,2017,40,15+,"['Seo Hyun Jin', 'Yang Se Jong', 'Kim Jae Wook', 'Jo Bo Ah', 'P.O', 'Ji  Il Joo']",SBS,"['Food', 'Comedy', 'Romance', 'Life']","['Love Triangle', 'Older Woman/Younger Man', 'Bromance', 'Second Chance Romance', 'Chef', 'Calm Male Lead', 'Bad/Wrong Tag', 'Cooking', 'Unrequited Love', 'Age Gap [Real Life]', '(Vote or add tags)']",7.6
"Breakup Probation, A Week",2021,10,15+,"['Kwon Yu Ri', 'Hyun Woo', 'Yun Ji On', 'Han Ga Rim', 'Bang Eun Hee', 'Lee Jung Bin']",SBS,"['Romance', 'Drama', 'Fantasy']","['Time Travel', 'Second Chance', 'Break Up', 'Death', 'Cohabitation', 'Coma', 'Self-sacrifice', 'Bad/Wrong Tag', 'Car Accident', 'Orphan Female Lead', '(Vote or add tags)']",7.6
Second Husband,2021,150,15+,"['Cha Seo Won', 'Uhm Hyun Kyung', 'Oh Seung Ah', 'Han Ki Woong', 'Jung Sung Mo', 'Ji Soo Won']",MBC,"['Romance', 'Drama', 'Family', 'Melodrama']","['Revenge', 'Wrongfully Accused', 'Positive Female Lead', 'Soap Opera', 'Cheating', '(Vote or add tags)']",7.6
The Sound of Your Heart: Reboot Season 2,2018,10,15+,"['Sung Hoon', 'Kwon Yu Ri', 'Shim Hye Jin', 'Joo Jin Mo', 'Tae Hang Ho', 'Ji Soo Won']",Netflix,"['Comedy', 'Family', 'Sitcom']","['Adapted From A Webtoon', 'Miniseries', '(Vote or add tags)']",7.6
The Banker,2019,32,15+,"['Kim Sang Joong', 'Chae Shi Ra', 'Yoo Dong Geun', 'Kim Tae Woo', 'Ahn Woo Yeon', 'Shin Do Hyun']",MBC,"['Business', 'Drama', 'Political']","['Adapted From A Manga', 'Office Worker Male Lead', 'Hardship', 'Mature Female Lead', 'Sincere Male Lead', 'Honest Male Lead', 'Competent Female Lead', 'Bank Auditor', 'Mistake', 'Hardworking Male Lead', '(Vote or add tags)']",7.6
My Healing Love,2018,80,Not Yet Rated,"['So Yoo Jin', 'Yeon Jung Hoon', 'Yoon Jong Hoon', 'Ban Hyo Jung', 'Gil Yong Woo', 'Jung Ae Ri']",MBC,"['Romance', 'Life', 'Drama', 'Family']","['Calm Female Lead', 'Calm Male Lead', 'Nice Male Lead', 'Strong Friendship', 'Slow Burn Romance', 'Strong Male Lead', 'Family Relationship', 'Cheating', 'Father-in-law - Daughter-in-law Relationship', 'Part-time Worker Female Lead', '(Vote or add tags)']",7.6
Make A Woman Cry,2015,40,15+,"['Kim Jung Eun', 'Song Chang Eui', 'Ha Hee Ra', 'Oh Dae Gyu', 'Lee Tae Ran', 'In Gyo Jin']",MBC,"['Romance', 'Drama', 'Family', 'Melodrama']","['Father-Son Relationship', 'Male Chases Female First', 'Strong Female Lead', 'Nice Male Lead', 'Rich Man/Poor Woman', 'Multiple Mains', ""Brothers' Relationship"", 'Badass Female Lead', 'Big Family', 'Soap Opera', '(Vote or add tags)']",7.6
"Yeah, That's How It Is",2016,54,Not Yet Rated,"['Yoon So Yi', 'Wang Ji Hye', 'Lee Soon Jae', 'Kim Young Hoon', 'Kang Boo Ja', 'Hong Yo Sub']",SBS,"['Comedy', 'Romance', 'Family']","['Big Family', '(Vote or add tags)']",7.6
Assembly,2015,20,Not Yet Rated,"['Jung Jae Young', 'Song Yoon Ah', 'Jang Hyun Sung', 'Park Young Gyu', 'Ok Taec Yeon', 'Kim Seo Hyung']",KBS2,"['Law', 'Drama', 'Political']","['National Assembly', 'Nice Male Lead', '(Vote or add tags)']",7.6
Golden Pouch,2016,122,15+,"['Jin Yi Han', 'Jung Woo Yeon', 'Lee Sun Ho', 'Son Ga Young', 'Ahn Nae Sang', 'Oh Young Shil']",MBC,"['Food', 'Romance', 'Drama', 'Melodrama']","['Older Man/Younger Woman', 'Orphanage', 'Birth Secret', 'Multiple Couples', 'Love Triangle', 'Family', '(Vote or add tags)']",7.5
Failing in Love,2019,10,15+,"['Son Sang Yeon', 'Yang Hye Ji', 'Shin Yoon Seop', 'Jo Ki Sung', 'Park Ji Won', 'Lee Seo Bin']","MBC,  vLive","['Romance', 'Life', 'Youth', 'Drama']","['High School', 'Web Series', 'Love Triangle', 'Childhood Friends', 'Smart Female Lead', 'Bromance', 'Shy Male Lead', 'Sweet Male Lead', 'Student', 'Mental Health', '(Vote or add tags)']",7.5
"Father, I’ll Take Care of You",2016,50,15+,"['Kim Jae Won', 'Lee Soo Kyung', 'Park Eun Bin', 'Lee Tae Hwan', 'Na Moon Hee', 'Kim Yong Rim']",MBC,"['Romance', 'Drama', 'Family', 'Melodrama']","['Sibling', 'Revenge', 'Lost Child', 'Office Romance', 'Nice Male Lead', '(Vote or add tags)']",7.5
Naeil's Cantabile,2014,16,15+,"['Joo Won', 'Shim Eun Kyung', 'Park Bo Gum', 'Bae Min Jung', 'Go Kyung Pyo', 'Min Do Hee']",KBS2,"['Music', 'Comedy', 'Romance', 'School']","['Adapted From A Manga', 'Cold Male Lead', 'Eccentric Female Lead', 'Naive Female Lead', 'Clingy Female Lead', 'College Life', 'Female Chases Male First', 'Piano', 'Classical Music', 'Orchestra Conductor', '(Vote or add tags)']",7.5
Splendid Politics,2015,50,15+,"['Cha Seung Won', 'Lee Yun Hee', 'Kim Jae Won', 'Seo Kang Joon', 'Han Joo Wan', 'Jo Sung Ha']",MBC,"['Historical', 'Drama', 'Political']","['Scheme', 'Power Struggle', 'Hidden Identity', 'Revolt', 'Gwanghae', 'Revenge', 'Rebellion', 'Joseon Dynasty', 'Cross-Dressing', 'Love Triangle', '(Vote or add tags)']",7.5
I Wanna Hear Your Song,2019,32,15+,"['Kim Se Jeong', 'Yeon Woo Jin', 'Park Ji Yeon', 'Song Jae Rim', 'Kim Sang Gyun', 'Lee Shi Won']",KBS2,"['Music', 'Mystery', 'Comedy', 'Romance']","['Amnesia', 'Murder', 'Hidden Past', 'Clumsy Female Lead', 'Trauma', 'Tone Deaf', 'Flashback To Past', 'Hardworking Female Lead', 'Successful Male Lead', 'Insomnia', '(Vote or add tags)']",7.5
Record of Youth,2020,16,15+,"['Park Bo Gum', 'Park So Dam', 'Byeon Woo Seok', 'Kwon Soo Hyun', 'Ha Hee Ra', 'Park Soo Young']","Netflix,  tvN","['Romance', 'Life', 'Youth', 'Drama']","['Dysfunctional Family', 'Family Relationship', 'Dream', 'Hardworking Male Lead', 'Family Pressure', 'Love Triangle', 'Grandpa-Grandson Relationship', 'Strong Female Lead', 'Modeling', 'Nice Male Lead', '(Vote or add tags)']",7.5
Doubtful Victory,2017,40,15+,"['Yoon Kyun Sang', 'Jung Hye Sung', 'Jang Hyun Sung', 'Choi Won Young', 'Kim Hee Won', 'Yoon Na Moo']",SBS,"['Thriller', 'Mystery', 'Romance', 'Drama']","['Investigation', 'Friendship', 'Detective Fiction', 'Police Department', 'Childhood Crush', 'Fake Identity', 'Ex-convict', 'Secret Crush', 'Conglomerate', 'Secret', '(Vote or add tags)']",7.5
I Need Romance 2,2012,16,Not Yet Rated,"['Jung Yu Mi', 'Lee Jin Wook', 'Kim Ji Suk', 'Kang Ye Sol', 'Kim Ji Woo', 'Gong Jung Hwan']",tvN,"['Comedy', 'Romance']","['Friends To Lovers', 'Female Chases Male First', 'Steamy Kiss', 'Cold Man/Warm Woman', 'Second Chance', '(Vote or add tags)']",7.5
Monstrous,2022,6,15+,"['Koo Kyo Hwan', 'Shin Hyun Bin', 'Kwak Dong Yeon', 'Nam  Da Reum', 'Park Ho San', 'Kim Ji Young']",tvN,"['Thriller', 'Mystery', 'Supernatural']","['Multiple Mains', 'Investigation', 'Suspense', 'Death Of A Daughter', 'Monk/Nun Supporting Character', 'Governor Male Lead', 'Archaeologist Male Lead', 'Gangster Male Lead', 'Police Officer Female Lead', 'Criminal Male Lead', '(Vote or add tags)']",7.5
Angel Eyes,2014,20,15+,"['Gu Hye Seon', 'Lee Sang Yoon', 'Kim Ji Suk', 'Seo Tae Hwa', 'Kim Yeo Jin', 'Kang Ha Neul']",SBS,"['Romance', 'Family', 'Medical', 'Melodrama']","['First Love', 'Male Chases Female First', 'Secret', 'Forbidden Love', 'Tearjerker', 'Death', 'Star Crossed Lovers', 'Hidden Past', 'Lovers Separated', 'Second Chance Romance', '(Vote or add tags)']",7.5
Love Scene Number,2021,8,18+,"['Kim Bo Ra', 'Shim Eun Woo', 'Ryu Hwa Young', 'Park Jin Hee', 'Kim Young Ah', 'Ahn Jung Hun']",60 min.,"['Romance', 'Life', 'Drama']","['Omnibus', 'Multiple Mains', 'Break Up', 'Infidelity', 'Cheating', 'Sexual Content', 'Life Decisions', 'Secret', 'Deception', 'Female Centered Plot', '(Vote or add tags)']",7.5
Risky Romance,2018,32,15+,"['Lee Si Young', 'Ji Hyun Woo', 'Kim Jin Yeop', 'Yoon Joo Hee', 'Sun Woo Sun', 'Jang Se Hyun']",MBC,"['Comedy', 'Romance', 'Medical']","['Cold Man/Warm Woman', 'Eccentric Female Lead', 'Cohabitation', 'Hospital Setting', 'Surgeon Male Lead', 'Doctor Female Lead', 'Doctor Male Lead', 'Arrogant Male Lead', 'Death Of A Friend', 'Death', '(Vote or add tags)']",7.5
Woman with a Suitcase,2016,16,15+,"['Choi Ji Woo', 'Joo Jin Mo', 'Jeon Hye Bin', 'Lee Joon', 'Jang Hyun Sung', 'Jin Kyung']",MBC,"['Law', 'Drama', 'Melodrama']","['Lawyer Female Lead', 'Wrongfully Accused', 'Slight Romance', 'Death', 'Strong Female Lead', 'Second Chance', 'Murder', '(Vote or add tags)']",7.5
A Daughter Just Like You,2015,120,15+,"['Lee Soo Kyung', 'Woo Hee Jin', 'Kim Hye Ok', 'Kang Kyung Joon', 'Jung Hye Sung', 'Kang Tae Sung']",MBC,"['Comedy', 'Romance', 'Family', 'Melodrama']","['Cold Female Lead', 'Single Father', 'Warm Man/Cold Woman', 'Widower', 'Independent Female Lead', 'Hardworking Female Lead', 'Strict Father', 'Selfish Mother', 'Supportive Father-in-Law', 'Smart Female Lead', '(Vote or add tags)']",7.5
Andante,2017,16,15+,"['Kai', 'Lee Ye Hyun', 'Kim Jin Kyung', 'Baek Chul Min', 'Jeon Mi Seon', 'Sung Byung Sook']",KBS1,"['Comedy', 'Romance', 'Youth', 'Melodrama']","['Bittersweet Ending', 'Terminal Illness', 'Countryside Setting', 'Transfer Student', 'Coming Of Age', 'Student', 'Drama', '(Vote or add tags)']",7.5
Hometown,2021,12,15+,"['Yoo Jae Myung', 'Han Ye Ri', 'Uhm Tae Goo', 'Kim Sae Byeok', 'Choi Kwang Il', 'Lee Re']",tvN,"['Thriller', 'Mystery', 'Horror', 'Drama']","['Investigation', 'Cult', 'Trauma', 'Tragic Past', 'Murder', 'Social Outcast', 'Missing Person', 'Suspense', 'Past And Present', 'Different Timelines', '(Vote or add tags)']",7.5
Birth of a Beauty,2014,21,15+,"['Joo Sang Wook', 'Han Ye Seul', 'Jung Gyu Woon', 'Wang Ji Hye', 'Han Sang Jin', 'Ha Jae Sook']",SBS,"['Comedy', 'Romance', 'Drama', 'Melodrama']","['Makeover', 'Plastic Surgery', 'Rich Male Lead', 'Transformation', 'Revenge', 'Cohabitation', 'Food', 'Hidden Identity', 'Misunderstanding', 'Amnesia', '(Vote or add tags)']",7.5
The Liar and His Lover,2017,16,15+,"['Lee Hyun Woo', 'Joy', 'Lee Jung Jin', 'Lee Seo Won', 'Hong Seo Young', 'Kim Sung Joo']",tvN,"['Music', 'Comedy', 'Romance', 'Youth']","['Lying', 'Entertainment Industry', 'Band', 'Bromance', 'Secret', 'Singing', 'Father-Son Relationship', 'Scandal', 'Forced Break-up', 'Hidden Identity', '(Vote or add tags)']",7.5
It's Okay to be Sensitive 2020,2020,8,15+,"['Han Sung Yun', 'Kim Noh Jin', 'Lee Han Ik', 'Kim Moo Joon', 'Lee Yoo Jin']","Naver TV Cast,  tvN","['Friendship', 'Comedy', 'Youth', 'Drama']","['Idol Trainee', 'Feminist Message', 'Web Series', 'Short Length Series', 'Sex Scandal', 'Scandal', 'Sexual Theme', 'Miniseries', '(Vote or add tags)']",7.5
Reflection of You,2021,16,15+,"['Go Hyun Jung', 'Shin Hyun Bin', 'Kim Jae Young', 'Choi Won Young', 'Kim Bo Yun', 'Shin Dong Wook']","jTBC,  Netflix","['Thriller', 'Mystery', 'Drama', 'Melodrama']","[""Unhealthy Mains' Relationship"", 'Betrayal', 'Female Centered Plot', 'Female Rivalry', 'Revenge', 'Obsession', 'Adapted From A Novel', 'Suspense', 'Writer Female Lead', 'Painter Female Lead', '(Vote or add tags)']",7.5
Potato Star 2013QR3,2013,120,15+,"['Ha Yeon Soo', 'Go Kyung Pyo', 'Yeo Jin Goo', 'Choi Song Hyun', 'Oh Young Shil', 'Noh Joo Hyun']",tvN,"['Romance', 'Drama', 'Fantasy', 'Sitcom']","['Neighbors', 'Rich Man/Poor Woman', 'Family', '(Vote or add tags)']",7.5
The 3rd Ward,2012,20,Not Yet Rated,"['Oh Ji Ho', 'Choi Soo Young', 'Kim Min Jung', 'Kim Seung Woo', 'Choi Yoon So', 'Nam Moon Chul']",tvN,"['Comedy', 'Life', 'Drama', 'Medical']","['Hospital Setting', 'Surgeon Female Lead', 'Surgeon Male Lead', 'Doctor Female Lead', 'Doctor Male Lead', 'Family', '(Vote or add tags)']",7.5
Mute,2020,4,13+,"['Bae Yoon Kyung', 'Won Hyung Hoon', 'Ha  Eun Jin']",15 min.,"['Music', 'Romance', 'Supernatural']","['Miniseries', 'Web Series', 'Naive Female Lead', 'Musician', 'Misophonia', 'Mind Reading', 'Internship', 'Short Length Series', 'Height Difference', 'Songwriter Male Lead', '(Vote or add tags)']",7.5
May Queen,2012,38,13+,"['Kim Jae Won', 'Han Ji Hye', 'Jae Hee', 'Lee Hoon', 'Yoon Jung Eun', 'Yoon Jong Hwa']",MBC,"['Romance', 'Drama', 'Melodrama']","['Soap Opera', 'Tearjerker', 'Birth Secret', 'Friends To Lovers', 'Love Square', 'Strong Female Lead', 'Revenge', 'Character Development', 'Love Triangle', '(Vote or add tags)']",7.5
Warm and Cozy,2015,16,15+,"['Kang So Ra', 'Yoo Yeon Seok', 'Kim Sung Oh', 'Seo Yi Ahn', 'Jung Jin Young', 'Lee  Han Wi']",MBC,"['Food', 'Comedy', 'Romance']","['Misunderstanding', 'Rich Man/Poor Woman', 'Love Square', 'First Love', 'Chef', 'Innocent Female Lead', 'Childish Male Lead', 'Naive Male Lead', 'Steamy Kiss', 'Heir', '(Vote or add tags)']",7.5
Cheese in the Trap,2016,16,15+,"['Kim Go Eun', 'Park Hae Jin', 'Seo Kang Joon', 'Lee Sung Kyung', 'Nam Joo Hyuk', 'Park Min Ji']",tvN,"['Psychological', 'Romance', 'Life', 'Drama']","['Adapted From A Webtoon', 'College Life', 'Rich Male Lead', 'Stalking', 'Possessive Male Lead', 'Love Triangle', 'Male Chases Female First', 'University', 'Rich Man/Poor Woman', 'Hardworking Female Lead', '(Vote or add tags)']",7.5
About Time,2018,16,15+,"['Lee Sung Kyung', 'Lee Sang Yoon', 'Im Se Mi', 'Han Seung Yeon', 'Rowoon', 'Tae In Ho']",tvN,"['Music', 'Romance', 'Fantasy', 'Melodrama']","['Female Chases Male First', 'Ex-girlfriend Comes Back', 'Love Triangle', 'Rich Male Lead', 'Theater Setting', 'Assistant Director Supporting Character', 'Musical Actress Female Lead', 'Writer Supporting Character', 'Neuropsychiatrist Supporting Character', 'Professor Supporting Character', '(Vote or add tags)']",7.5
Vampire Detective,2016,12,Not Yet Rated,"['Lee Joon', 'Oh Jung Se', 'Lee Se Young', 'Lee Chung Ah', 'Jo Bok Rae', 'Kim Yoon Hye']",OCN,"['Friendship', 'Thriller', 'Mystery', 'Supernatural']","['Bromance', 'Mutant', 'Slight Romance', 'Sassy Female Lead', 'Pre-produced', 'Death', 'Superhuman Strength', 'Friends To Lovers', 'Strong Female Lead', 'Tragic Past', '(Vote or add tags)']",7.5
Golden Rainbow,2013,41,15+,"['Uee', 'Jung Il Woo', 'Lee Jae Yoon', 'Cha Ye Ryun', 'Do Ji Won', 'Kim Sang Joong']",MBC,"['Romance', 'Drama', 'Family', 'Melodrama']","['Friends To Lovers', 'Childhood Friends', 'Rich Man/Poor Woman', '(Vote or add tags)']",7.5
Unkind Women,2015,24,Not Yet Rated,"['Kim Hye Ja', 'Chae Shi Ra', 'Do Ji Won', 'Lee  Ha Na', 'Lee Soon Jae', 'Jang Mi Hee']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Female Centered Plot', 'Family Relationship', 'Sismance', 'Teacher Female Lead', 'Kendo', 'Calm Male Lead', '(Vote or add tags)']",7.5
Heaven's Order,2013,20,15+,"['Lee Dong Wook', 'Kim Yoo Bin', 'Song Ji Hyo', 'Im Seul Ong', 'Park Ji Young', 'Song Jong Ho']",KBS2,"['Thriller', 'Historical', 'Romance', 'Medical']","['Attempted Assassination', 'Genius Male Lead', 'Secondary Couple', 'Wrongfully Accused', 'Scheme', 'Poison', 'Fugitive', 'Father-Daughter Relationship', 'Illness', 'Evil Stepmother', '(Vote or add tags)']",7.5
"Nevertheless,",2021,10,15+,"['Han So Hee', 'Song Kang', 'Chae Jong Hyeop', 'Lee Yeol Eum', 'Yang Hye Ji', 'Kim Min Gwi']","jTBC,  Netflix","['Romance', 'Youth', 'Drama']","['Steamy Kiss', 'Sexual Content', 'Fast Paced Romance', 'Weak Female Lead', 'Friends With Benefits', 'College Life', 'Love Triangle', 'Adapted From A Webtoon', 'Playboy Male Lead', 'Multiple Couples', '(Vote or add tags)']",7.5
Hide and Seek,2018,48,15+,"['Lee Yoo Ri', 'Song Chang Eui', 'Uhm Hyun Kyung', 'Kim Young Min', 'Jung Hye Sun', 'Yoon Joo Sang']",MBC,"['Crime', 'Drama', 'Family', 'Melodrama']","['Rich Female Lead', 'Strong Female Lead', 'Independent Female Lead', 'Smart Female Lead', 'Female Antagonist', 'Mental Illness', 'Antihero', 'Heiress Female Lead', 'Age Gap [Real Life]', 'Competent Male Lead', '(Vote or add tags)']",7.5
"Good-bye, Mr. Black",2016,20,15+,"['Lee Jin Wook', 'Moon Chae Won', 'Yoo In Young', 'Kim Kang Woo', 'Song Jae Rim', 'Kim Tae Woo']",MBC,"['Thriller', 'Business', 'Romance', 'Drama']","['Wrongfully Accused', 'Betrayal', 'Adapted From A Manhwa', 'Revenge', 'Double Identity', 'Rich Male Lead', 'Suspense', '(Vote or add tags)']",7.5
The Master of Revenge,2016,20,15+,"['Chun Jung Myung', 'Jo Jae Hyun', 'Jung Yoo Mi', 'Lee Sang Yeob', 'Gong Seung Yeon', 'Baro']",KBS2,"['Food', 'Mystery', 'Drama', 'Melodrama']","['Chef', 'Adapted From A Manhwa', 'Revenge', 'Investigation', '(Vote or add tags)']",7.5
Wang's Family,2013,50,Not Yet Rated,"['Lee Yoon Ji', 'Han Joo Wan', 'Lee Tae Ran', 'Oh Man Suk', 'Oh Hyun Kyung', 'Jo Sung Ha']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Hardworking Female Lead', 'Big Family', 'Infidelity', 'Mother-Daughter Relationship', 'Marriage', '(Vote or add tags)']",7.5
The King's Face,2014,23,15+,"['Seo In Guk', 'Lee Sung Jae', 'Jo Yoon Hee', 'Shin Sung Rok', 'Kim Gyu Ri', 'Im Ji Eun']",KBS2,"['Action', 'Thriller', 'Historical', 'Romance']","['Physiognomy', 'Gwanghae', 'Nice Male Lead', 'Joseon Dynasty', 'Suspense', 'Cross-Dressing', 'Historical Figure', 'Historical Fiction', 'Strong Female Lead', 'Political', '(Vote or add tags)']",7.5
